,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
34316,Bridge laughs at her wedding.,bridge walks at her wedding.,11660,bride,laugh,wedding,walk,laughs, walks
34317,The teacher helps the student.,the teacher teaches the student.,13809,teacher,help,student,teach,helps, teaches
34318,A boat sails in the water.,a boat moors in the water.,6104,boat,sail,water,moor,sails, moors
34319,A coach speaking to the team players,a coach instructing to the team players,13723,player,speak,team,instruct,speaking, instructing
34320,Wood from trees has been cut from the forest.,wood from trees has been fall from the forest.,10820,tree,cut,forest,fall,cut, fall
34321,A cyclist goes down the road.,a cyclist rides down the road.,13810,cyclist,go,road,ride,goes, rides
34322,A goalkeeper saves a ball.,a goalkeeper throws a ball.,13773,goalkeeper,save,ball,throw,saves, throws
34323,A girl decorates a tree.,a girl looks a tree.,8272,girl,decorate,tree,look,decorates, looks
34325,A person is raising his arm.,a person is lifting his arm.,4531,person,raise,arm,lift,raising, lifting
34326,A women stands on the beach.,a women smiles on the beach.,8383,woman,stand,beach,smile,stands, smiles
34327,A person is hugging a tree.,a person is climbing a tree.,5087,person,hug,tree,climb,hugging, climbing
34329,The boy is playing with water.,the boy is standing with water.,8158,boy,play,water,stand,playing, standing
34330,A man closes the door.,a man knockes the door.,7929,man,close,door,knock,closes, knockes
34331,The ducks swim in a pond.,the ducks float in a pond.,12763,duck,swim,pond,float,swim, float
34332,The student sings a song.,the student performs a song.,13811,student,sing,song,perform,sings, performs
34333,A doctor holds a sample.,a doctor takes a sample.,12160,doctor,hold,sample,take,holds, takes
34334,A person performs for another person at an event.,a person shows for another person at an event.,12693,person,perform,event,show,performs, shows
34335,A man holds out his fingers.,a man points out his fingers.,11404,man,hold,finger,point,holds, points
34336,A man holds a basketball.,a man spins a basketball.,6437,man,hold,basketball,spin,holds, spins
34337,A girl walks by the sea.,a girl sits by the sea.,11391,girl,walk,sea,sit,walks, sits
34339,The couple is lying on the floor.,the couple is sitting on the floor.,5348,couple,lie,floor,sit,lying, sitting
34340,A girl wears glasses,a girl looks glasses,6439,girl,wear,glass,look,wears, looks
34341,The girl sits on the bench.,the girl lies on the bench.,7203,girl,sit,bench,lie,sits, lies
34342,A person is looking at the sky.,a person is jumping at the sky.,13156,person,look,sky,jump,looking, jumping
34343,An actor poses with her character.,an actor portrays with her character.,13483,actor,pose,character,portray,poses, portrays
34344,The couple lies in the meadow.,the couple walks in the meadow.,13815,couple,lie,meadow,walk,lies, walks
34345,wears a coat because there is snow on the ground,wears a cover because there is snow on the ground,8704,snow,coat,ground,cover,coat, cover
34346,A player competes with other players.,a player greets with other players.,7672,player,compete,player,greet,competes, greets
34347,Friends walking on the beach.,friends playing on the beach.,11330,friend,walk,beach,play,walking, playing
34350,Players play catch.,players grab catch.,8530,player,play,catch,grab,play, grab
34351,The man held his head.,the man rested his head.,10101,man,hold,head,rest,held, rested
34352,A person sits by a tree they will plant.,a person sits by a tree they will plant.,4610,person,plant,tree,grow,No match,
34354,A man drives a boat.,a man rests a boat.,5924,man,drive,boat,rest,drives, rests
34358,Clouds roll over a mountain.,clouds cross over a mountain.,9780,cloud,roll,mountain,cross,roll, cross
34359,the woman held the child,the woman fed the child,8379,woman,hold,child,feed,held, fed
34360,A man sits in front of a white background,a man walks in front of a white background,5770,man,sit,front,walk,sits, walks
34361,A person walks with their family in the morning.,a person walks with their family in the morning.,13818,person,walk,morning,,No match,
34362,A girl decorating a tree.,a girl looking a tree.,11372,girl,decorate,tree,look,decorating, looking
34363,A player defends a player.,a player hugs a player.,9331,player,defend,player,hug,defends, hugs
34364,A woman walking on a pier.,a woman sitting on a pier.,6264,woman,walk,pier,sit,walking, sitting
34365,A student sleeps in the classroom.,a student stands in the classroom.,8385,student,sleep,classroom,stand,sleeps, stands
34366,A person jumping over a car.,a person sitting over a car.,11657,person,jump,car,sit,jumping, sitting
34367,A person driving at an event.,a person showing at an event.,11437,person,drive,event,show,driving, showing
34368,A person enjoying the snow.,a person walking the snow.,8688,person,enjoy,snow,walk,enjoying, walking
34369,The bride carries the bouquet down the aisle.,the bride tosses the bouquet down the aisle.,7453,bride,carry,bouquet,toss,carries, tosses
34370,A man holds a bottle of shampoo.,a man looks a bottle of shampoo.,4870,man,hold,bottle,look,holds, looks
34371,A coach walks on the sideline.,a coach shouts on the sideline.,7749,coach,walk,sideline,shout,walks, shouts
34372,A dog sits on lawn.,a dog stands on lawn.,5686,dog,sit,lawn,stand,sits, stands
34373,A man kissing his wife.,a man carrying his wife.,11166,man,kiss,wife,carry,kissing, carrying
34376,A person sits on a step ladder.,a person walks on a step ladder.,13124,person,sit,step,walk,sits, walks
34377,The coach choose this look for the athletes to wear as a team.,the coach choose this throw for the athletes to wear as a team.,10193,athlete,look,team,throw,look, throw
34378,A woman opens the door.,a woman closes the door.,6425,woman,open,door,close,opens, closes
34379,A man is hiking on a trail.,a man is running on a trail.,13456,man,hike,trail,run,hiking, running
34380,A person stands on a bridge.,a person bathes on a bridge.,5450,person,stand,bridge,bathe,stands, bathes
34381,the players hug in the ground,the players hug in the ground,11813,player,celebrate,game,slide,No match,
34382,A child running through grass.,a child lying through grass.,8637,child,run,grass,lie,running, lying
34384,the artist perform in the studio,the artist leave in the studio,13819,artist,perform,studio,leave,perform, leave
34385,People admire the tree blossoms.,people enjoy the tree blossoms.,6720,person,admire,blossom,enjoy,admire, enjoy
34386,Man shaving a beard.,man wearing a beard.,10775,man,shave,beard,wear,shaving, wearing
34387,A woman decorates a tree.,a woman sits a tree.,11779,woman,decorate,tree,sit,decorates, sits
34388,A woman hitchhikes on the road,a woman crosses on the road,9640,woman,hitchhike,road,cross,hitchhikes, crosses
34389,The bear stands on the rock.,the bear sits on the rock.,6527,bear,stand,rock,sit,stands, sits
34390,A player stretching before a game.,a player playing before a game.,8567,player,stretch,game,play,stretching, playing
34391,A man sits on a box.,a man carries on a box.,8822,man,sit,box,carry,sits, carries
34392,A girl talks on a cellphone.,a girl uses on a cellphone.,7158,girl,talk,cellphone,use,talks, uses
34393,The person looks at the tree.,the person sees at the tree.,5738,person,look,tree,saw,looks, sees
34395,A man is enjoying the rain.,a man is standing the rain.,6974,man,enjoy,rain,stand,enjoying, standing
34396,A woman walks by a car.,a woman drives by a car.,10870,woman,walk,car,drive,walks, drives
34397,A girl stands in a park.,a girl plays in a park.,692,girl,stand,park,play,stands, plays
34398,A woman holds her hat on her head.,a woman dresses her hat on her head.,13820,woman,hold,hat,dress,holds, dresses
34399,A woman buying vegetables.,a woman chopping vegetables.,9890,woman,buy,vegetable,chop,buying, chopping
34400,the player punches the ball,the player wins the ball,7059,player,punch,ball,win,punches, wins
34401,A man rides a cart.,a man pulls a cart.,10152,man,ride,cart,pull,rides, pulls
34403,A person swimming in choppy waters.,a person wading in choppy waters.,13822,person,swim,waters,wade,swimming, wading
34404,A woman stands by her dog.,a woman lies by her dog.,9559,woman,stand,dog,lie,stands, lies
34406,A man standing on the sidewalk.,a man sitting on the sidewalk.,7655,man,stand,sidewalk,sit,standing, sitting
34408,A person was hit in the city.,a person was cross in the city.,8558,person,hit,city,cross,hit, cross
34409,Water runs over the rocks.,water splashes over the rocks.,9565,water,run,rock,splash,runs, splashes
34410,A woman finishes cleaning a kitchen.,a woman finishes standing a kitchen.,4986,woman,clean,kitchen,stand,cleaning, standing
34411,An artist going into the crowd.,an artist performing into the crowd.,13561,artist,go,crowd,perform,going, performing
34412,A person is celebrating an event.,a person is showing an event.,11540,person,celebrate,event,show,celebrating, showing
34413,the bride  approached the groom,the bride walked the groom,13091,bride,approach,groom,walk,approached, walked
34414,A person playing at a concert.,a person listening at a concert.,11934,person,play,concert,listen,playing, listening
34415,A man jumps off a rock.,a man walks off a rock.,10366,man,jump,rock,walk,jumps, walks
34416,The businesswoman talked on the phone.,the businesswoman used on the phone.,8023,businesswoman,talk,phone,use,talked, used
34417,A person sits on a step ladder.,a person walks on a step ladder.,13124,person,sit,step,walk,sits, walks
34418,A woman wading through water.,a woman fetching through water.,5716,woman,wade,water,fetch,wading, fetching
34419,A person celebrates a championship.,a person runs a championship.,9281,person,celebrate,championship,run,celebrates, runs
34420,The person is holding a dog.,the person is playing a dog.,11463,person,hold,dog,play,holding, playing
34421,The hand holds a piece of paper.,the hand plays a piece of paper.,5896,hand,hold,piece,play,holds, plays
34422,The woman is tired and sleeps in the car.,the woman is tired and checks in the car.,9783,woman,sleep,car,check,sleeps, checks
34423,The woman pushes the man to do better.,the woman kisses the man to do better.,6263,woman,push,man,kiss,pushes, kisses
34424,A man running in the street.,a man walking in the street.,8699,man,run,street,walk,running, walking
34425,A person is enjoying the sea.,a person is jumping the sea.,11919,person,enjoy,sea,jump,enjoying, jumping
34426,People walk by the sunset.,people enjoy by the sunset.,11889,person,walk,sunset,enjoy,walk, enjoy
34427,The girl lies in the field.,the girl goes in the field.,13138,girl,lie,field,go,lies, goes
34428,A man is running up the stairs.,a man is sitting up the stairs.,12139,man,run,stair,sit,running, sitting
34430,The man looks out of the corners of his eyes.,the man closes out of the corners of his eyes.,7780,man,look,eye,close,looks, closes
34431,Fog floats above a mountain.,fog floats above a mountain.,11389,fog,move,mountain,rise,No match,
34432,A man swims in the lake.,a man sits in the lake.,8985,man,swim,lake,sit,swims, sits
34433,A bride is hugging her groom.,a bride is approaching her groom.,11077,bride,hug,groom,approach,hugging, approaching
34434,An actor is presented on stage.,an actor is cast on stage.,13747,actor,present,stage,cast,presented, cast
34435,The person rested on the field,the person wrought on the field,5965,person,rest,field,work,rested, wrought
34437,The man cycled on the road.,the man stood on the road.,5785,man,cycle,road,stand,cycled, stood
